ACID,name,link,shop_name,price,operation,level,frequency,purify,Type,CWType,horse,good_func,apply_space,Featured,statu,Set_type,apply_house,duct_form,brand,wind_position,NO_drainage,min_height,cost,user_preference,CommentCountStr,AverageScore,GoodCountStr,GeneralCountStr,PoorCountStr,GoodRate
10102327151323,夏新KF-26GW/AMKL,//item.jd.com/10102327151323.html,夏新空调旗舰店,899.00,键控/遥控,五级能效,定频,无，VP-过滤网,壁挂式,单冷,1匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,夏新,#,#,#,#,#,2000+,5,700+,5,20+,0.96
10105985947440,KBN【上门安装】空调挂机单冷暖新风空调家用卧室出租房壁挂式空调节能省电新能效 1匹 一级能效 单冷【上门安装】,//item.jd.com/10105985947440.html,顾奢电器专营店,1289.00,键控/遥控,一级能效,变频,VP-过滤网,壁挂式,冷暖,1.5匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,KBN,#,#,#,#,#,1000+,5,100+,1,10+,0.93
100022884333,统帅KFR-35GW/02XCA81TU1,//item.jd.com/100022884333.html,海尔京东自营旗舰店,1799.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,统帅（Leader）,#,#,#,#,#,20万+,5,13万+,200+,400+,0.99
100089634785,美的KFR-72LW/N8KS1-3P,//item.jd.com/100089634785.html,美的京东自营官方旗舰店,4099.00,键控/遥控，APP操控,三级能效,变频,除菌,立柜式,冷暖,3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,舒适风,100万+,5,89万+,900+,2200+,0.99
10095350286681,华蒜KFR-26GW/BpR3HSQK15(B3),//item.jd.com/10095350286681.html,华蒜旗舰店,1649.00,键控/遥控,三级能效,变频,抗菌，除菌，银离子抗菌滤网,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,200+,5,200+,0,1,0.99
100058688521,月兔KF-25GW/FG(5)A,//item.jd.com/100058688521.html,月兔空调京喜专区,1199.00,键控/遥控,五级能效,定频,除菌,壁挂式,单冷,1匹,智能调节，自清洁，静音设计,#,#,#,#,#,#,月兔（YUETU）,#,#,#,#,#,5000+,4,800+,20+,100+,0.86
10033491810531,申花（SHENHUA）KFRd-35GW/A9-2SH(B5),//item.jd.com/10033491810531.html,申花空调旗舰店,1398.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁，独立除湿,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,20万+,5,9万+,1200+,4500+,0.94
10108611880252,元知1,//item.jd.com/10108611880252.html,佑黎卖场店,531.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,元知,#,#,#,#,#,1,5,1,0,0,1.0
10107643194505,AMCOR空调1.5匹变频冷暖一级能效空调挂机 酷省电壁挂式卧室新风空调 客厅空调酷静冷暖空调 独立除湿 大1匹 套装 单冷【全铜管】 JD基础安装,//item.jd.com/10107643194505.html,佳音电器专营店,969.00,键控/遥控,五级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,单冷,大1匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,100+,5,60+,0,2,0.97
10103152808136,OPING空调挂机大1.5匹冷暖变频壁挂式新风节能定频大风量客厅主卧适用节能省电出租宿舍 大1.5匹 一级能效 冷暖全铜管【上门安装】,//item.jd.com/10103152808136.html,久预电器专营店,1724.02,键控/遥控,一级能效,定频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,欧品 OPING,#,#,#,#,#,200+,5,100+,0,9,0.94
10067196650945,志高（CHIGO）空调挂机,//item.jd.com/10067196650945.html,志高爱默生专卖店,1869.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大1匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,1万+,5,9400+,5,10+,0.99
10096787551980,TCLKFR-35GW/RT2Ea+B1,//item.jd.com/10096787551980.html,TCL官方旗舰店,2299.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,TCL,#,#,#,#,#,1000+,5,1000+,1,1,0.99
10099363084484,美的（Midea）KFR-51LW/N8KS1-1P,//item.jd.com/10099363084484.html,美的空调旗舰店,5599.00,键控/遥控，APP操控,一级能效,变频,#,立柜式,冷暖,3匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,1000+,5,1100+,1,2,0.99
47623079170,奥克斯（AUX）KFR-72LW/BpR3PYA1(B2),//item.jd.com/47623079170.html,奥克斯空调智选旗舰店,1810.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1万+,5,6700+,20+,80+,0.98
10099224623385,月兔KFR-35GW/FG(5),//item.jd.com/10099224623385.html,月兔空调旗舰店,1488.00,键控/遥控,五级能效,定频,抗菌，银离子抗菌滤网,壁挂式,冷暖,大1.5匹,电辅加热，自清洁，独立除湿,#,#,#,#,#,#,月兔,#,#,#,#,#,500+,5,100+,0,0,1.0
66462798893,荣事达（Royalstar）KF-25GW-RACL10+B5,//item.jd.com/66462798893.html,荣事达空调专卖店,1299.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,大1.5匹,独立除湿,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,10万+,5,1.7万+,400+,800+,0.92
10051555245070,长虹（CHANGHONG）KFR-35GW/ZDAYW1+R3,//item.jd.com/10051555245070.html,长虹空调官方旗舰店,1849.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁，静音设计,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,1000+,5,700+,1,5,0.99
100096683537,格力KFR-26GW/NhGe1B,//item.jd.com/100096683537.html,格力空调京东自营官方旗舰店,2469.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,5000+,5,1800+,10+,90+,0.94
10106286605687,东宝空调挂机 新能效 节能省电除湿 自清洁  变频壁挂式家用出租房卧室宿舍壁挂式空调 大1.5匹 五级能效 急速制冷【全铜管】 无安装服务,//item.jd.com/10106286605687.html,东宝空调官方旗舰店,1049.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,1000+,5,500+,4,8,0.98
10072555397548,申花KFRd35GW/A921DB,//item.jd.com/10072555397548.html,酷达（宁波）电器专营店,899.00,键控/遥控,五级能效,定频,抗菌，除菌,壁挂式,单冷,1匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,申花,#,#,#,#,#,2000+,5,1400+,10+,50+,0.95
10095356275877,华蒜KFR-51LW/BpR3HSQK15(B3),//item.jd.com/10095356275877.html,华蒜旗舰店,2649.00,键控/遥控,三级能效,变频,抗菌，除菌，银离子抗菌滤网,立柜式,冷暖,大2匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,500+,5,100+,1,3,0.98
10102450511376,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 大1匹 一级能效 单冷 上门安装(全国联保十年),//item.jd.com/10102450511376.html,宸智家用电器专营店,1399.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,5,0.97
100018413778,TCLKFRd-26GW/D-STA11Bp(B1),//item.jd.com/100018413778.html,TCL京东自营官方旗舰店,1799.00,键控/遥控，APP操控,一级能效,变频,抗菌,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,TCL,#,#,#,#,舒适风,50万+,5,32万+,700+,1500+,0.99
10102327151325,夏新KF-26GW/AMKL,//item.jd.com/10102327151325.html,夏新空调旗舰店,1388.00,键控/遥控,一级能效,变频,抗菌，除菌，VP-过滤网,壁挂式,单冷,大1匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,夏新,#,#,#,#,#,2000+,5,700+,5,20+,0.96
100100281648,奥克斯KFR-72LW/BpR3GQS1(B1),//item.jd.com/100100281648.html,奥克斯空调京东自营旗舰店,4599.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,3匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,5万+,5,4万+,40+,60+,0.99
10028097610839,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10028097610839.html,MBO美博官方旗舰店,1499.00,键控/遥控,五级能效,定频,抗菌，除菌，VP-过滤网,壁挂式,单冷,1匹,智能调节，静音设计，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
10028102207907,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10028102207907.html,MBO美博官方旗舰店,1599.00,键控/遥控,五级能效,定频,银离子抗菌滤网,壁挂式,单冷,大1匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
10107614047502,美的（Midea） KFR-35GW/N8XHC1Ⅱ,//item.jd.com/10107614047502.html,美的中投专卖店,2299.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,200+,5,200+,0,0,1.0
100049834951,小米KFR-26GW/N1A3,//item.jd.com/100049834951.html,小米京东自营旗舰店,1799.00,键控/遥控，APP操控,三级能效,变频,无,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,100万+,5,79万+,1400+,3900+,0.99
10103747067132,东宝KFRd-72LW/H2-5aDB(BpR1),//item.jd.com/10103747067132.html,东宝空调官方旗舰店,3198.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,大3匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,东宝,#,#,#,#,#,200+,5,80+,0,1,0.98
10025925789242,奥克斯（AUX）KFR-R26GW/BpR3AQF19(B3),//item.jd.com/10025925789242.html,奥克斯频跃专卖店,1810.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1万+,30+,70+,0.98
100048121431,奥克斯KFR-26GW/BpR3AQF19(B1),//item.jd.com/100048121431.html,奥克斯京喜旗舰店,1699.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,奥克斯,#,#,#,#,#,5000+,5,2000+,10+,30+,0.97
10042623177470,小米（MI）KFR-35GW/S,//item.jd.com/10042623177470.html,小米鸿驰专卖店,1999.00,键控/遥控，APP操控,一级能效,变频,抗菌,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,5000+,5,2700+,20+,70+,0.96
10067292852697,华凌KFR-35GW/N8HE1Pro,//item.jd.com/10067292852697.html,华凌官方旗舰店,2099.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,华凌,#,#,#,#,#,10万+,5,6.3万+,100+,200+,0.99
10105985947450,KBN【上门安装】空调挂机单冷暖新风空调家用卧室出租房壁挂式空调节能省电新能效 大1.5匹 一级能效 冷暖【上门安装】,//item.jd.com/10105985947450.html,顾奢电器专营店,1699.00,键控/遥控,一级能效,变频,VP-过滤网,壁挂式,冷暖,1.5匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,KBN,#,#,#,#,#,1000+,5,100+,1,10+,0.93
10023277563533,长虹（CHANGHONG）KFR-35GW/ZDTCW1+R1,//item.jd.com/10023277563533.html,长虹空调官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，静音设计,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,5000+,5,3600+,10+,20+,0.99
10103748156434,东宝大1.5匹空调挂机 新能效一级变频节能省电除湿壁挂式家用出租房卧室宿舍壁挂式空调 1匹 五级能效 强劲冷暖【六年质保】 送货入户【不提供安装】,//item.jd.com/10103748156434.html,东宝空调官方旗舰店,1049.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,200+,5,50+,2,0,0.96
10093655604276,kminiKFR-35GW5M5A-D,//item.jd.com/10093655604276.html,KMINI空调旗舰店,500.00,键控/遥控,#,定频,除甲醛，抗菌，除菌,壁挂式,单冷,#,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,kmini,#,#,#,#,#,100+,5,0,0,0,1.0
10048759552302,美博（MBO）KFRD-35GW/C8-N5,//item.jd.com/10048759552302.html,MBO美博官方旗舰店,1949.00,键控/遥控,一级能效,变频,除菌，VP-过滤网，银离子抗菌滤网,壁挂式,冷暖,1.5匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,5000+,5,600+,10,20+,0.95
10095759985447,华蒜KFR-50GW/BpR3HSQK15(B3),//item.jd.com/10095759985447.html,华蒜家电套装旗舰店,1499.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,500+,5,300+,1,5,0.98
100092980451,奥克斯KFR-46GW/BpR3AQK1(B1),//item.jd.com/100092980451.html,奥克斯空调京东自营旗舰店,3199.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1000+,5,800+,1,3,0.99
100102827166,美的KFR-35GW/N8MXC1A,//item.jd.com/100102827166.html,美的空调京东自营官方旗舰店,3299.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,5000+,5,5000+,5,10+,0.99
10101105904375,美的（Midea）KFR-26GW/N8KS1-1,//item.jd.com/10101105904375.html,美的空调旗舰店,2149.00,键控/遥控，APP操控,三级能效,变频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2万+,5,2.1万+,20+,80+,0.99
10107017258409,长城【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机大风量节能省电 大1.5匹 一级能效 冷暖 上门安装,//item.jd.com/10107017258409.html,长城电器旗舰店,1369.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,长城,#,#,#,#,#,1000+,4,200+,7,60+,0.79
10102450511383,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 1匹 一级能效 冷暖 不含安装(全国联保十年),//item.jd.com/10102450511383.html,宸智家用电器专营店,1319.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,5,0.97
10057170960782,申花（SHENHUA）KFRd-35GW/A9-2SH(B5),//item.jd.com/10057170960782.html,申花空调旗舰店,1198.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1.5匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,20万+,5,9万+,1200+,4500+,0.94
10053662569556,SANSUI山水空调,//item.jd.com/10053662569556.html,优源汇专营店,1148.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,独立除湿，可拆洗,#,#,#,#,#,#,SANSUI,#,#,#,#,#,5000+,5,3100+,20+,100+,0.96
10096361532878,米家KFR-26GW/S1A1,//item.jd.com/10096361532878.html,京东五星电器官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,米家,#,#,#,#,#,500+,5,200+,0,2,0.99
10099224623384,月兔KFR-35GW/FG(5),//item.jd.com/10099224623384.html,月兔空调旗舰店,1399.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大1匹,电辅加热，自清洁，独立除湿,#,#,#,#,#,#,月兔,#,#,#,#,#,500+,5,100+,0,0,1.0
70904384668,美的（Midea）KFR-51LW/N8MFB3,//item.jd.com/70904384668.html,美的集团官方旗舰店,4999.00,键控/遥控,三级能效,变频,抗菌，除菌,立柜式,冷暖,3匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,1万+,5,8700+,10+,30+,0.99
10105156728432,HISENSEKY-30/A-F,//item.jd.com/10105156728432.html,京优选品电器小店,959.00,#,三级能效,定频,#,#,单冷,#,#,#,#,#,#,#,#,HISENSE,#,#,#,#,#,200+,5,60+,2,1,0.95
10046159138309,MBOKFRD-25G/A8-N5,//item.jd.com/10046159138309.html,一紫电器专营店,1749.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,MBO,#,#,#,#,#,500+,5,200+,3,10+,0.92
10096384220424,申花（SHENHUA）KFRd-36GW/F4-2SH(BpR1),//item.jd.com/10096384220424.html,申花空调旗舰店,999.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,1万+,5,3200+,40+,100+,0.94
10096008376357,华蒜KFR-35GW/BpR3HSQK15(B1),//item.jd.com/10096008376357.html,华蒜旗舰店,1699.00,键控/遥控,一级能效,变频,抗菌，除菌，银离子抗菌滤网,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,500+,5,300+,4,7,0.96
10076495208288,格力（GREE）KFR-35GW/NhGc1B,//item.jd.com/10076495208288.html,格力官方旗舰店,2249.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,20万+,5,7.5万+,700+,2100+,0.96
27145754026,畅欣窗式空调1匹1.5匹窗机窗口式一体机单冷型2匹3匹窗机空调窗台式移动免安装小空调机房小型设备吊车  小1匹单冷遥控3-8平米,//item.jd.com/27145754026.html,畅欣官方旗舰店,880.00,键控/遥控,一级能效,定频,VP-过滤网,壁挂式,单冷,1匹,独立除湿,#,#,#,#,#,#,畅欣,#,#,#,#,#,2000+,5,700+,20+,10+,0.95
10098268488148,扬子KFRd-26GW/LFG155fT3,//item.jd.com/10098268488148.html,扬子空调套装旗舰店,1699.00,键控/遥控,三级能效,变频,#,壁挂式,冷暖,1.5匹,电辅加热,#,#,#,#,#,#,扬子,#,#,#,#,#,200+,5,200+,1,0,0.99
100098796668,美的KFR-72LW/N8KS1-1P,//item.jd.com/100098796668.html,美的京东自营官方旗舰店,#,键控/遥控，APP操控,一级能效,变频,除菌,立柜式,冷暖,3匹,智能调节，电辅加热，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,100万+,5,89万+,900+,2200+,0.99
10103853019363,扬子KFRd-26GW/LFG155fT3,//item.jd.com/10103853019363.html,扬子空调套装旗舰店,2099.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,扬子,#,#,#,#,#,200+,5,200+,1,0,0.99
10044336200922,荣事达（Royalstar）KF-26GW,//item.jd.com/10044336200922.html,荣事达飞翔专卖店,999.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,独立除湿,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,5000+,5,1200+,10,40+,0.96
10102450511378,CHANGCHENG【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机节能省电壁挂式 1.5匹 一级能效 单冷 上门安装(全国联保十年),//item.jd.com/10102450511378.html,宸智家用电器专营店,1599.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,1.5匹,#,#,#,#,#,#,#,长城（CHANGCHENG）,#,#,#,#,#,1000+,5,300+,4,6,0.97
71268069043,TCL空调立式  大3匹/大2匹省电新能效柔风变频冷暖空调柜机 圆柱空调 强力除湿 JD以旧换新 大2匹 三级能效 母婴级柔风柜机适用,//item.jd.com/71268069043.html,TCL卓源专卖店,2879.00,#,#,变频,#,立柜式,冷暖,#,#,#,#,#,#,#,#,TCL,#,#,#,#,#,1万+,5,6100+,7,30+,0.99
10109166418264,MIDEA美的美的KFR-32GW/N8KS1-3,//item.jd.com/10109166418264.html,美宁空调电器店,1878.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,2.5匹,#,#,#,#,#,#,#,#,#,#,#,#,#,0,5,0,0,0,1.0
100044775534,长虹KFR-72LW/ZDTTW2+R3,//item.jd.com/100044775534.html,长虹空调京东自营旗舰店,4499.00,键控/遥控，APP操控,三级能效,变频,无,立柜式,冷暖,大3匹,智能调节,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,5000+,5,4700+,0,0,1.0
100097672633,长虹KFR-35GW/ZDCSW1+R1,//item.jd.com/100097672633.html,物美新华电器京东自营旗舰店,1799.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,200+,5,200+,0,1,0.99
100010397679,格力KFR-72GW/NhIe3BAj,//item.jd.com/100010397679.html,格力京东自营官方旗舰店,6299.00,APP操控,三级能效,变频,除菌,壁挂式,冷暖,3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,10万+,5,3.7万+,100+,400+,0.98
10102327151332,夏新KF-26GW/AMKL,//item.jd.com/10102327151332.html,夏新空调旗舰店,1399.00,键控/遥控,五级能效,定频,无，VP-过滤网,壁挂式,冷暖,大1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,夏新,#,#,#,#,#,2000+,5,700+,5,20+,0.96
10107017258398,长城【一级能效】空调1.5匹挂机出租屋壁挂式家用空调卧室冷暖挂机大风量节能省电 1匹 一级能效 单冷 不带安装,//item.jd.com/10107017258398.html,长城电器旗舰店,968.00,键控/遥控,一级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,长城,#,#,#,#,#,1000+,4,200+,7,60+,0.79
10105158758234,HISENSEKY-30/A-F,//item.jd.com/10105158758234.html,京优选品电器小店,899.00,#,三级能效,定频,#,#,单冷,#,#,#,#,#,#,#,#,HISENSE,#,#,#,#,#,52,5,10,0,0,1.0
10102452480014,先锋（SINGFUN）KFRd-36GW/A1+15BP1a ,//item.jd.com/10102452480014.html,先锋空调旗舰店,1399.00,键控/遥控,三级能效,变频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,先锋（SINGFUN）,#,#,#,#,#,1万+,5,4600+,10+,50+,0.98
10103355250035,东宝空调挂机 新能效 节能省电除湿 自清洁  变频壁挂式家用出租房卧室宿舍壁挂式空调 大1.5匹 五级能效 强劲冷暖【全铜管】 送货入户 上门安装,//item.jd.com/10103355250035.html,东宝空调官方旗舰店,1298.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,东宝,#,#,#,#,#,1000+,5,500+,4,8,0.98
10069315513355,米家KF-26GW/C2A5,//item.jd.com/10069315513355.html,小米官方旗舰店,1599.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,米家,#,#,#,#,#,1万+,5,3800+,10+,80+,0.97
10087211302648,三菱（Mitsubishi）KFRd-72L/Bp-LZA(B1),//item.jd.com/10087211302648.html,三菱重工空调旗舰店,4399.00,键控/遥控,一级能效,变频,无,立柜式,冷暖,2匹,智能调节，静音设计，独立除湿,#,#,#,#,#,#,三菱（Mitsubishi）,#,#,#,#,#,1000+,5,200+,0,3,0.98
10088724760944,奥克斯（AUX）KFR-33GW/BpR3PQK16(B1),//item.jd.com/10088724760944.html,奥克斯星火专卖店,1999.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1.2万+,40+,100+,0.98
10106771149805,ZHIZHAHUAXIANGJI深圳三菱电器有限公司出品空调挂机1.5匹变频冷暖一级能效空调独立除湿酷省电壁挂式新风空调 1匹 一级能效 单冷 不包安装,//item.jd.com/10106771149805.html,ZHIZHAHUAXIANGJI空调旗舰店,979.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,ZHIZHAHUAXIANGJI,#,#,#,#,#,100+,5,100+,0,0,1.0
10095727171040,小米（MI）KFR-35GW/N1A,//item.jd.com/10095727171040.html,小米空调芸铭专卖店,1899.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,2万+,5,1.3万+,60+,200+,0.97
10099583336870,韩电（KEG）KF-26GW/DACL10+B5,//item.jd.com/10099583336870.html,韩电旗舰店,1229.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,大1匹,#,#,#,#,#,#,#,韩电（KEG）,#,#,#,#,#,2000+,5,400+,6,10+,0.95
10095390695043,华蒜KFR-26GW/BpR3HSQK15(B3),//item.jd.com/10095390695043.html,华蒜旗舰店,600.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,华蒜,#,#,#,#,#,200+,5,0,0,0,1.0
10071606365952,康佳（KONKA）KF-25GW/5M5A-T,//item.jd.com/10071606365952.html,康佳空调旗舰店,1248.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,康佳（KONKA）,#,#,#,#,#,5万+,5,2.4万+,100+,400+,0.97
100043851503,长虹KFR-120LW/ZDTTW2+R2,//item.jd.com/100043851503.html,长虹空调京东自营旗舰店,7199.00,键控/遥控，APP操控,二级能效,变频,无,立柜式,冷暖,5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,长虹（CHANGHONG）,#,#,#,#,#,10万+,5,10万+,100+,400+,0.99
100090625821,奥克斯KFR-72LW/BpR3GQS1(B3),//item.jd.com/100090625821.html,奥克斯空调京东自营旗舰店,4199.00,键控/遥控,三级能效,变频,#,立柜式,冷暖,3匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,5万+,5,4万+,40+,60+,0.99
100018015890,小米KFR-72LW/N1A1,//item.jd.com/100018015890.html,小米京东自营旗舰店,4798.00,APP操控,一级能效,变频,抗菌,立柜式,冷暖,3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,舒适风,20万+,5,14万+,200+,800+,0.99
10103715248875,【一级变频】空调挂机冷暖家用1P单冷1.5匹2p卧室壁挂式节能定频 大1.5匹 五级能效 冷暖,//item.jd.com/10103715248875.html,云旗冰洗电器经营部,1342.00,#,五级能效,定频,#,壁挂式,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,100+,4,30+,2,10,0.76
10108611880251,元知1,//item.jd.com/10108611880251.html,佑黎卖场店,521.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,元知,#,#,#,#,#,1,5,1,0,0,1.0
10099224623373,月兔KFR-35GW/FG(5),//item.jd.com/10099224623373.html,月兔空调旗舰店,999.00,键控/遥控,五级能效,定频,抗菌，银离子抗菌滤网,壁挂式,单冷,大1匹,静音设计，独立除湿，可拆洗,#,#,#,#,#,#,月兔,#,#,#,#,#,500+,5,100+,0,0,1.0
